Tourist ID,Age,Interests,Preferred Tour Duration,Accessibility,Site Name,Sites Visited,Tour Duration,Route ID,Tourist Rating,System Response Time,Recommendation Accuracy,VR Experience Quality,Satisfaction
1013,21,"['Cultural', 'Nature', 'Art']",8,True,Eiffel Tower,['Eiffel Tower'],3,1013000,3.1,4.48,88,4.9,3
1014,40,"['Architecture', 'History', 'Art']",5,True,Taj Mahal,"['Machu Picchu', 'Taj Mahal']",3,1014000,1.5,2.37,96,4.2,3
1015,33,"['Nature', 'Cultural', 'History']",7,False,Great Wall of China,"['Great Wall of China', 'Eiffel Tower']",5,1015000,1.7,3.04,97,4.9,3
1016,64,"['Art', 'Cultural']",5,True,Colosseum,"['Machu Picchu', 'Great Wall of China', 'Taj Mahal']",7,1016000,1.6,3.54,86,4.6,3
1017,48,"['Nature', 'History', 'Art']",5,True,Eiffel Tower,"['Great Wall of China', 'Machu Picchu']",5,1017000,2.2,4.53,92,4.5,3
1018,22,"['Cultural', 'Art']",7,False,Great Wall of China,['Colosseum'],1,1018000,1.6,3.37,97,4.0,3
1019,64,['Art'],7,False,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",4,1019000,2.4,3.35,85,4.2,3
1020,36,"['History', 'Nature']",6,False,Eiffel Tower,['Colosseum'],2,1020000,2.5,1.84,88,4.1,3
1021,35,"['Architecture', 'History']",8,False,Machu Picchu,['Eiffel Tower'],2,1021000,2.0,1.69,100,4.3,3
1022,42,"['Architecture', 'Art']",4,False,Eiffel Tower,"['Machu Picchu', 'Taj Mahal']",5,1022000,4.3,1.69,93,4.7,4
1023,38,"['History', 'Cultural', 'Architecture']",8,False,Great Wall of China,"['Taj Mahal', 'Colosseum']",3,1023000,2.2,4.04,87,4.5,3
1024,58,"['History', 'Nature']",6,True,Eiffel Tower,['Great Wall of China'],2,1024000,4.3,4.39,97,4.6,4
1025,22,['Cultural'],6,False,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",9,1025000,4.5,1.67,93,4.7,5
1026,44,"['Nature', 'Cultural']",4,True,Eiffel Tower,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",4,1026000,2.6,2.5,98,4.2,3
1027,66,"['Cultural', 'Architecture', 'Art']",5,True,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",7,1027000,1.7,1.63,85,4.7,3
1028,41,"['Architecture', 'Cultural', 'Art']",5,False,Machu Picchu,['Great Wall of China'],2,1028000,1.9,2.79,86,4.9,3
1029,55,['Nature'],3,True,Great Wall of China,['Eiffel Tower'],1,1029000,4.4,3.41,99,4.2,4
1030,67,"['Nature', 'History']",5,True,Great Wall of China,['Machu Picchu'],2,1030000,2.8,3.83,91,4.8,3
1031,19,"['Architecture', 'History', 'Cultural']",3,True,Great Wall of China,['Colosseum'],3,1031000,3.0,2.17,87,4.2,3
1032,26,"['Nature', 'History', 'Architecture']",3,False,Machu Picchu,['Great Wall of China'],3,1032000,2.2,2.66,87,4.7,3
1033,43,"['History', 'Nature']",8,False,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",5,1033000,1.1,3.21,97,4.2,3
1034,55,"['Cultural', 'History']",6,True,Taj Mahal,['Eiffel Tower'],2,1034000,1.3,2.4,91,4.1,3
1035,59,"['History', 'Cultural']",5,True,Machu Picchu,['Taj Mahal'],2,1035000,2.3,2.14,89,5.0,3
1036,20,"['Cultural', 'Art']",7,False,Colosseum,['Great Wall of China'],2,1036000,4.9,4.67,93,4.4,5
1037,60,"['Architecture', 'History']",4,True,Taj Mahal,['Colosseum'],3,1037000,2.4,3.06,98,5.0,3
1038,28,"['Architecture', 'Nature']",3,False,Colosseum,"['Eiffel Tower', 'Colosseum']",3,1038000,1.1,3.46,93,4.0,3
1039,58,['Nature'],5,True,Taj Mahal,['Taj Mahal'],2,1039000,2.7,2.51,90,4.1,3
1040,67,['Architecture'],4,True,Great Wall of China,['Great Wall of China'],3,1040000,1.9,3.45,87,4.7,3
1041,34,"['Cultural', 'Nature', 'Art']",3,True,Colosseum,['Taj Mahal'],1,1041000,1.0,2.81,97,4.3,3
1042,26,"['Cultural', 'Architecture']",5,True,Eiffel Tower,"['Great Wall of China', 'Colosseum']",3,1042000,3.8,3.34,100,4.5,4
1043,64,"['History', 'Cultural', 'Art']",3,False,Colosseum,"['Colosseum', 'Machu Picchu']",5,1043000,2.0,1.87,89,4.4,3
1044,49,"['Art', 'Cultural']",4,False,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",5,1044000,1.4,2.26,90,4.7,3
1045,36,"['Cultural', 'Nature', 'Art']",4,False,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",6,1045000,1.9,2.31,88,4.1,3
1046,38,"['History', 'Architecture']",8,False,Machu Picchu,['Taj Mahal'],3,1046000,4.1,1.92,95,4.0,4
1047,65,['Architecture'],7,False,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",4,1047000,1.9,3.53,100,4.6,3
1048,66,"['Architecture', 'History']",7,True,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",6,1048000,4.6,2.16,95,4.4,5
1049,28,['Nature'],4,True,Taj Mahal,"['Great Wall of China', 'Colosseum', 'Eiffel Tower']",6,1049000,1.3,2.11,90,4.0,3
1050,66,['Nature'],7,False,Great Wall of China,"['Colosseum', 'Eiffel Tower']",5,1050000,2.6,3.56,85,4.9,3
1051,53,"['History', 'Nature']",5,False,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",6,1051000,3.9,4.54,95,5.0,4
1052,21,"['Cultural', 'Nature', 'Architecture']",8,True,Great Wall of China,['Great Wall of China'],3,1052000,3.1,4.36,93,4.3,3
1053,70,"['Nature', 'History']",7,False,Taj Mahal,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",6,1053000,2.5,3.38,90,4.3,3
1054,29,['Art'],7,False,Eiffel Tower,['Great Wall of China'],3,1054000,2.0,4.45,91,4.2,3
1055,33,"['Architecture', 'Nature', 'Art']",8,True,Colosseum,['Colosseum'],2,1055000,1.7,1.95,93,4.6,3
1056,47,['Architecture'],4,False,Colosseum,"['Eiffel Tower', 'Great Wall of China']",4,1056000,4.6,4.42,88,4.7,5
1057,40,"['History', 'Architecture']",4,False,Great Wall of China,['Great Wall of China'],2,1057000,2.5,4.09,99,4.1,3
1058,53,"['History', 'Art']",5,False,Great Wall of China,"['Great Wall of China', 'Machu Picchu']",2,1058000,3.1,2.69,90,4.5,3
1059,32,"['History', 'Cultural']",7,True,Eiffel Tower,['Colosseum'],1,1059000,2.8,3.61,95,4.2,3
1060,70,"['Cultural', 'Art', 'History']",4,False,Great Wall of China,"['Machu Picchu', 'Taj Mahal']",6,1060000,3.6,3.1,94,4.0,4
1061,21,['Cultural'],4,True,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",5,1061000,3.9,4.63,85,4.3,4
1062,67,['Architecture'],5,True,Great Wall of China,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",4,1062000,2.0,4.67,99,5.0,3
1063,63,"['Cultural', 'Art', 'Architecture']",7,True,Great Wall of China,['Colosseum'],3,1063000,4.1,2.33,100,4.5,4
1064,57,['Art'],5,True,Machu Picchu,"['Eiffel Tower', 'Colosseum']",4,1064000,5.0,4.3,93,4.9,5
1065,26,"['Nature', 'History']",5,True,Taj Mahal,['Great Wall of China'],2,1065000,2.9,3.84,98,4.6,3
1066,20,['Cultural'],4,True,Taj Mahal,['Taj Mahal'],2,1066000,3.1,4.82,89,5.0,3
1067,47,['History'],4,True,Eiffel Tower,['Great Wall of China'],2,1067000,2.7,2.42,99,4.3,3
1068,48,"['Nature', 'Art', 'Cultural']",7,True,Great Wall of China,['Eiffel Tower'],3,1068000,2.6,4.88,87,4.3,3
1069,29,"['Cultural', 'Art']",7,True,Great Wall of China,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",6,1069000,3.8,1.58,88,4.2,4
1070,37,"['History', 'Art']",7,True,Great Wall of China,['Eiffel Tower'],3,1070000,1.9,3.81,87,4.3,3
1071,27,['History'],6,True,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",7,1071000,4.9,2.73,90,4.9,5
1072,63,['History'],8,False,Taj Mahal,['Machu Picchu'],2,1072000,3.6,2.48,88,4.0,4
1073,66,"['Art', 'Cultural', 'Nature']",7,True,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Colosseum']",5,1073000,4.3,3.63,100,4.3,4
1074,36,['Art'],4,False,Great Wall of China,['Eiffel Tower'],2,1074000,1.8,2.31,95,4.7,3
1075,68,"['Nature', 'Cultural']",6,True,Colosseum,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",8,1075000,2.5,3.44,97,4.5,3
1076,43,['Architecture'],3,True,Taj Mahal,"['Colosseum', 'Eiffel Tower']",3,1076000,2.8,2.04,95,4.9,3
1077,18,['Architecture'],3,False,Eiffel Tower,['Taj Mahal'],1,1077000,1.7,1.73,94,4.1,3
1078,20,"['Cultural', 'Architecture', 'Art']",6,True,Taj Mahal,['Taj Mahal'],3,1078000,3.0,3.12,97,4.9,3
1079,42,"['Art', 'History', 'Architecture']",8,False,Eiffel Tower,['Colosseum'],2,1079000,4.1,4.95,91,4.6,4
1080,23,"['Cultural', 'Nature', 'Architecture']",8,True,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",3,1080000,3.4,4.69,90,4.5,3
1081,55,"['Cultural', 'Architecture', 'History']",3,True,Taj Mahal,['Taj Mahal'],1,1081000,4.4,4.59,90,4.8,4
1082,57,"['Architecture', 'Art']",4,True,Taj Mahal,['Great Wall of China'],1,1082000,4.3,3.32,89,4.7,4
1083,30,"['Cultural', 'Art']",6,False,Machu Picchu,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",7,1083000,3.2,2.46,85,4.1,3
1084,39,"['Art', 'Cultural', 'History']",4,False,Great Wall of China,['Colosseum'],3,1084000,2.3,3.59,87,4.3,3
1085,23,['Cultural'],7,True,Machu Picchu,"['Colosseum', 'Taj Mahal']",6,1085000,3.4,1.66,95,4.5,3
1086,26,"['Cultural', 'Nature']",3,False,Colosseum,"['Great Wall of China', 'Eiffel Tower']",5,1086000,3.4,2.12,94,4.3,3
1087,39,['Nature'],5,True,Colosseum,"['Machu Picchu', 'Great Wall of China']",4,1087000,3.6,4.58,85,4.3,4
1088,25,"['Art', 'Nature', 'Architecture']",6,False,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",3,1088000,4.5,3.76,96,4.7,5
1089,26,['Nature'],6,True,Colosseum,"['Great Wall of China', 'Machu Picchu']",5,1089000,3.4,3.47,88,4.1,3
1090,20,"['Architecture', 'Art']",4,False,Great Wall of China,['Great Wall of China'],3,1090000,1.6,1.74,93,4.1,3
1091,67,"['Nature', 'Architecture']",6,False,Machu Picchu,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",5,1091000,2.6,4.34,90,4.3,3
1092,22,"['History', 'Nature']",6,False,Colosseum,"['Great Wall of China', 'Colosseum']",5,1092000,4.9,1.99,85,4.7,5
1093,48,"['Cultural', 'Art']",6,False,Machu Picchu,['Eiffel Tower'],2,1093000,1.5,4.02,90,4.8,3
1094,20,['Cultural'],4,False,Great Wall of China,['Colosseum'],2,1094000,4.0,4.9,96,4.4,4
1095,61,"['Nature', 'Architecture', 'History']",5,False,Taj Mahal,['Machu Picchu'],3,1095000,3.3,3.36,94,4.4,3
1096,60,['Art'],7,True,Machu Picchu,"['Eiffel Tower', 'Colosseum', 'Machu Picchu']",6,1096000,2.6,4.9,93,4.5,3
1097,59,"['Nature', 'History']",8,True,Taj Mahal,['Taj Mahal'],3,1097000,1.3,3.43,93,4.8,3
1098,20,['Cultural'],5,True,Colosseum,['Eiffel Tower'],2,1098000,4.2,3.42,86,4.3,4
1099,45,"['Architecture', 'Art']",6,True,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,1099000,2.8,4.85,97,4.5,3
1100,54,"['Art', 'Architecture']",4,True,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",3,1100000,4.5,3.97,93,4.9,5
1101,30,['Architecture'],6,True,Machu Picchu,"['Great Wall of China', 'Machu Picchu']",5,1101000,2.5,2.06,99,4.8,3
1102,18,['Cultural'],7,True,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",6,1102000,1.2,3.12,89,4.8,3
1103,48,"['Cultural', 'Art', 'Architecture']",4,True,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu']",5,1103000,1.6,4.92,90,4.7,3
1104,55,['Art'],8,False,Eiffel Tower,['Taj Mahal'],1,1104000,4.0,2.47,97,4.9,4
1105,43,"['History', 'Architecture']",3,False,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",5,1105000,3.0,3.31,86,4.3,3
1106,39,"['History', 'Nature']",4,False,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",4,1106000,2.3,4.72,99,4.4,3
1107,57,"['Cultural', 'History']",8,True,Great Wall of China,['Great Wall of China'],3,1107000,3.4,2.92,96,4.8,3
1108,25,['Nature'],3,True,Eiffel Tower,['Great Wall of China'],3,1108000,3.3,4.38,90,4.6,3
1109,38,"['Architecture', 'Art']",4,False,Machu Picchu,['Taj Mahal'],2,1109000,1.3,1.81,89,4.3,3
1110,37,"['Art', 'Architecture']",8,True,Colosseum,['Taj Mahal'],1,1110000,4.2,2.82,89,4.8,4
1111,37,"['History', 'Nature', 'Architecture']",8,False,Eiffel Tower,['Eiffel Tower'],3,1111000,4.1,4.21,94,4.1,4
1112,70,"['Nature', 'Cultural']",4,False,Colosseum,['Great Wall of China'],1,1112000,4.0,4.26,92,4.1,4
1113,47,['Cultural'],3,False,Colosseum,"['Taj Mahal', 'Colosseum']",3,1113000,2.5,4.19,99,4.7,3
1114,36,"['Architecture', 'History']",7,False,Machu Picchu,['Taj Mahal'],1,1114000,4.8,2.89,94,4.9,5
1115,25,"['Cultural', 'Nature', 'History']",4,True,Great Wall of China,"['Colosseum', 'Machu Picchu']",5,1115000,2.9,3.14,88,4.6,3
1116,26,"['Art', 'Nature']",6,True,Eiffel Tower,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",7,1116000,2.1,3.08,100,4.6,3
1117,51,"['Art', 'Nature']",8,False,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",3,1117000,1.0,4.51,89,4.4,3
1118,54,"['Cultural', 'Architecture', 'History']",6,False,Taj Mahal,"['Eiffel Tower', 'Great Wall of China']",3,1118000,1.2,3.3,85,4.5,3
1119,43,"['Cultural', 'Nature', 'History']",3,False,Colosseum,['Colosseum'],1,1119000,4.0,4.09,93,4.2,4
1120,60,['Cultural'],4,True,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",5,1120000,2.3,3.24,88,4.9,3
1121,32,"['Architecture', 'Art', 'Nature']",4,True,Eiffel Tower,"['Eiffel Tower', 'Colosseum']",3,1121000,3.1,2.33,93,4.9,3
1122,65,['Cultural'],4,True,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,1122000,2.8,2.16,86,4.5,3
1123,30,"['Nature', 'History']",7,False,Machu Picchu,"['Taj Mahal', 'Machu Picchu']",5,1123000,2.4,2.9,91,4.0,3
1124,29,['Architecture'],3,False,Machu Picchu,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",6,1124000,2.2,4.35,91,4.4,3
1125,40,"['Cultural', 'Architecture', 'Art']",4,False,Machu Picchu,['Eiffel Tower'],2,1125000,3.6,1.75,91,4.1,4
1126,68,['Art'],6,True,Great Wall of China,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",5,1126000,4.7,3.03,93,5.0,5
1127,56,"['Cultural', 'History']",8,True,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",5,1127000,1.4,3.45,87,4.2,3
1128,29,"['Cultural', 'Nature', 'History']",3,False,Eiffel Tower,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",6,1128000,2.7,1.99,98,4.6,3
1129,31,['History'],7,False,Eiffel Tower,"['Eiffel Tower', 'Colosseum']",4,1129000,2.2,4.62,86,4.4,3
1130,66,"['Nature', 'Cultural', 'History']",3,False,Colosseum,"['Machu Picchu', 'Taj Mahal']",4,1130000,2.2,3.6,99,4.8,3
1131,51,['Architecture'],5,False,Colosseum,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",6,1131000,4.5,3.45,95,4.2,5
1132,37,['Art'],6,False,Eiffel Tower,['Great Wall of China'],3,1132000,3.7,1.89,97,4.6,4
1133,49,"['Cultural', 'Architecture', 'History']",4,False,Colosseum,"['Eiffel Tower', 'Great Wall of China', 'Machu Picchu']",6,1133000,2.3,1.97,86,4.1,3
1134,22,['Cultural'],3,False,Colosseum,"['Eiffel Tower', 'Great Wall of China']",5,1134000,1.1,1.61,95,5.0,3
1135,46,"['Art', 'Architecture']",4,True,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",3,1135000,1.5,4.45,95,4.8,3
1136,50,"['Cultural', 'Nature', 'Architecture']",5,True,Eiffel Tower,['Taj Mahal'],2,1136000,2.1,3.42,97,4.7,3
1137,27,"['Architecture', 'Cultural', 'History']",5,False,Taj Mahal,['Taj Mahal'],2,1137000,2.6,2.35,99,4.1,3
1138,62,"['Cultural', 'Architecture']",7,False,Great Wall of China,"['Taj Mahal', 'Eiffel Tower']",5,1138000,3.3,4.44,100,4.6,3
1139,39,['History'],5,True,Machu Picchu,"['Eiffel Tower', 'Taj Mahal', 'Colosseum']",8,1139000,1.8,4.23,92,4.7,3
1140,32,['Art'],8,False,Great Wall of China,"['Great Wall of China', 'Taj Mahal', 'Machu Picchu']",5,1140000,1.9,4.04,85,4.6,3
1141,39,"['Cultural', 'Art']",3,False,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Taj Mahal']",5,1141000,1.9,3.64,95,4.2,3
1142,47,"['Cultural', 'Architecture', 'History']",6,True,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,1142000,4.7,3.36,87,4.4,5
1143,35,"['Architecture', 'Nature', 'History']",6,True,Great Wall of China,"['Great Wall of China', 'Machu Picchu']",6,1143000,3.9,1.98,93,4.3,4
1144,42,"['Architecture', 'Nature', 'Art']",8,True,Machu Picchu,"['Eiffel Tower', 'Machu Picchu']",6,1144000,4.6,3.97,87,4.1,5
1145,70,['Nature'],3,False,Colosseum,['Taj Mahal'],3,1145000,2.5,4.76,100,4.8,3
1146,53,"['Cultural', 'History', 'Nature']",6,False,Machu Picchu,"['Colosseum', 'Machu Picchu']",5,1146000,4.9,3.85,93,4.9,5
1147,64,"['History', 'Nature', 'Architecture']",5,True,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Eiffel Tower']",5,1147000,3.9,4.09,94,4.9,4
1148,25,['Cultural'],4,False,Taj Mahal,['Great Wall of China'],1,1148000,2.9,3.26,100,4.3,3
1149,22,['Cultural'],4,True,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Eiffel Tower']",5,1149000,1.5,4.44,89,4.6,3
1150,70,"['Nature', 'Art', 'History']",6,True,Machu Picchu,['Colosseum'],1,1150000,4.8,2.58,89,4.0,5
1151,39,"['Architecture', 'Art']",6,True,Great Wall of China,['Great Wall of China'],3,1151000,1.9,1.94,94,4.8,3
1152,29,"['Cultural', 'Nature', 'Architecture']",4,True,Taj Mahal,"['Colosseum', 'Eiffel Tower', 'Machu Picchu']",7,1152000,2.3,3.42,94,4.8,3
1153,56,['Architecture'],3,False,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",3,1153000,3.3,2.56,85,4.2,3
1154,43,"['History', 'Nature']",6,False,Taj Mahal,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",7,1154000,1.2,1.71,96,4.9,3
1155,70,['History'],3,True,Eiffel Tower,"['Machu Picchu', 'Colosseum']",3,1155000,1.1,4.19,93,4.9,3
1156,62,"['Cultural', 'Nature', 'Architecture']",6,False,Colosseum,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",4,1156000,1.4,4.42,90,4.4,3
1157,43,"['Nature', 'History']",3,False,Machu Picchu,['Taj Mahal'],2,1157000,4.1,4.83,90,4.6,4
1158,25,['History'],5,False,Eiffel Tower,['Machu Picchu'],3,1158000,2.9,3.05,99,4.2,3
1159,60,"['History', 'Cultural', 'Nature']",6,True,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",2,1159000,4.0,4.41,99,4.3,4
1160,39,"['History', 'Architecture', 'Art']",5,True,Great Wall of China,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",5,1160000,2.4,3.61,87,4.2,3
1161,33,"['Architecture', 'History', 'Nature']",7,False,Eiffel Tower,['Great Wall of China'],2,1161000,4.8,4.72,95,4.3,5
1162,30,"['Nature', 'History']",6,True,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",5,1162000,4.0,4.6,98,4.1,4
1163,47,"['History', 'Architecture']",4,False,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",5,1163000,1.2,4.76,99,4.7,3
1164,64,"['History', 'Cultural', 'Nature']",6,False,Great Wall of China,['Taj Mahal'],3,1164000,1.7,1.75,92,4.9,3
1165,39,"['Nature', 'Art']",5,True,Colosseum,"['Eiffel Tower', 'Taj Mahal']",5,1165000,4.2,3.36,87,4.6,4
1166,47,['History'],5,False,Eiffel Tower,"['Great Wall of China', 'Colosseum', 'Machu Picchu']",6,1166000,3.0,2.3,87,5.0,3
1167,35,['Art'],5,False,Great Wall of China,"['Eiffel Tower', 'Taj Mahal']",4,1167000,4.8,4.28,90,4.9,5
1168,28,"['Cultural', 'Nature']",8,True,Machu Picchu,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",5,1168000,1.7,4.61,97,4.2,3
1169,40,"['Nature', 'History', 'Architecture']",4,True,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",7,1169000,4.7,1.79,95,4.4,5
1170,56,['Cultural'],6,False,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",3,1170000,4.5,2.8,100,4.4,5
1171,28,"['Nature', 'Art']",6,True,Great Wall of China,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",5,1171000,4.0,3.93,86,4.1,4
1172,63,['Cultural'],3,True,Machu Picchu,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",5,1172000,4.0,4.16,93,4.4,4
1173,40,"['History', 'Art']",8,True,Great Wall of China,['Eiffel Tower'],2,1173000,3.4,3.88,86,4.3,3
1174,24,"['Nature', 'Architecture']",5,False,Taj Mahal,"['Colosseum', 'Machu Picchu']",5,1174000,4.8,2.91,90,4.9,5
1175,66,"['Nature', 'History']",8,True,Colosseum,"['Machu Picchu', 'Great Wall of China']",5,1175000,1.0,4.59,100,4.7,3
1176,42,['Cultural'],5,True,Taj Mahal,"['Taj Mahal', 'Great Wall of China']",4,1176000,4.6,2.99,100,4.6,5
1177,55,"['Art', 'Nature', 'Cultural']",4,True,Machu Picchu,"['Taj Mahal', 'Colosseum']",4,1177000,4.9,1.97,97,4.9,5
1178,64,['Nature'],8,False,Colosseum,['Eiffel Tower'],1,1178000,2.2,3.03,89,4.1,3
1179,50,"['Architecture', 'History', 'Nature']",5,True,Great Wall of China,['Machu Picchu'],1,1179000,3.3,1.56,89,4.4,3
1180,62,"['Art', 'Nature']",4,True,Eiffel Tower,['Taj Mahal'],1,1180000,2.7,1.92,98,4.6,3
1181,58,"['Nature', 'Art']",4,False,Colosseum,"['Eiffel Tower', 'Machu Picchu']",3,1181000,4.8,2.0,85,4.6,5
1182,20,"['Nature', 'Art', 'Architecture']",4,True,Great Wall of China,"['Great Wall of China', 'Eiffel Tower']",2,1182000,2.7,3.52,99,4.7,3
1183,65,"['Architecture', 'Cultural']",7,False,Taj Mahal,['Eiffel Tower'],2,1183000,1.1,2.75,90,4.6,3
1184,49,"['Cultural', 'Nature', 'History']",5,False,Eiffel Tower,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",5,1184000,2.8,3.7,95,4.9,3
1185,47,"['Art', 'Cultural', 'History']",7,False,Great Wall of China,['Colosseum'],2,1185000,2.2,2.16,95,4.7,3
1186,61,"['History', 'Architecture', 'Cultural']",7,False,Machu Picchu,"['Eiffel Tower', 'Machu Picchu']",6,1186000,4.4,4.88,100,4.7,4
1187,67,"['Art', 'Cultural', 'History']",5,True,Colosseum,"['Taj Mahal', 'Machu Picchu']",2,1187000,2.9,2.08,94,4.2,3
1188,26,"['Architecture', 'Art']",8,False,Great Wall of China,['Taj Mahal'],2,1188000,1.7,2.86,96,4.8,3
1189,33,"['Nature', 'Architecture']",7,False,Machu Picchu,"['Taj Mahal', 'Colosseum']",3,1189000,3.1,1.63,89,4.4,3
1190,36,"['Cultural', 'Architecture']",7,False,Great Wall of China,['Taj Mahal'],1,1190000,3.2,4.97,91,4.8,3
1191,47,['Nature'],7,False,Taj Mahal,"['Eiffel Tower', 'Great Wall of China']",4,1191000,4.3,4.12,93,5.0,4
1192,53,"['Cultural', 'Architecture', 'Nature']",5,True,Great Wall of China,['Great Wall of China'],1,1192000,2.2,3.73,91,4.4,3
1193,29,"['Art', 'Architecture']",6,True,Taj Mahal,"['Taj Mahal', 'Great Wall of China', 'Colosseum']",6,1193000,3.6,3.1,89,4.2,4
1194,33,['Cultural'],8,False,Colosseum,['Colosseum'],2,1194000,3.0,4.65,93,4.9,3
1195,66,"['Art', 'History']",7,False,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Taj Mahal']",8,1195000,2.0,1.78,86,4.6,3
1196,59,"['Cultural', 'Architecture']",4,False,Eiffel Tower,['Taj Mahal'],2,1196000,4.9,4.71,93,4.8,5
1197,70,['Art'],6,False,Great Wall of China,['Great Wall of China'],1,1197000,3.7,3.46,87,4.8,4
1198,58,"['Nature', 'History']",3,True,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",7,1198000,2.8,1.97,87,4.2,3
1199,30,"['Nature', 'Cultural']",4,True,Eiffel Tower,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",7,1199000,3.7,4.5,92,4.8,4
1200,54,"['Nature', 'History']",4,True,Colosseum,"['Taj Mahal', 'Great Wall of China']",4,1200000,2.0,4.09,93,4.3,3
1201,26,"['History', 'Nature', 'Cultural']",4,False,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",3,1201000,2.4,4.78,99,4.4,3
1202,62,"['Nature', 'Architecture']",7,False,Colosseum,['Machu Picchu'],1,1202000,4.1,3.86,88,4.8,4
1203,64,"['Architecture', 'Nature', 'Cultural']",3,False,Taj Mahal,"['Eiffel Tower', 'Taj Mahal', 'Machu Picchu']",7,1203000,1.6,2.98,85,4.4,3
1204,30,['Nature'],8,True,Machu Picchu,"['Taj Mahal', 'Machu Picchu']",5,1204000,1.6,1.65,85,4.6,3
1205,59,"['Architecture', 'Nature', 'Art']",4,False,Eiffel Tower,['Taj Mahal'],3,1205000,4.5,3.11,94,4.7,5
1206,51,"['Architecture', 'History', 'Cultural']",8,False,Great Wall of China,['Colosseum'],1,1206000,2.1,1.73,97,4.3,3
1207,46,['Nature'],6,False,Machu Picchu,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",7,1207000,3.6,3.16,95,4.6,4
1208,21,"['Art', 'Nature']",3,False,Taj Mahal,['Eiffel Tower'],3,1208000,4.3,3.41,92,4.5,4
1209,65,"['Art', 'Cultural', 'Nature']",3,False,Eiffel Tower,['Machu Picchu'],1,1209000,3.0,2.13,100,5.0,3
1210,70,['Cultural'],8,True,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",5,1210000,4.7,3.46,95,4.5,5
